geo_id,police_stations,fire_stations,public_schools,parks,commercial_establishments,number_of_police_killings,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED CARRY LICENSE VIOLATION,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL SEXUAL ASSAULT,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,GAMBLING,HOMICIDE,HUMAN TRAFFICKING,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON - CRIMINAL,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION
1400000US17031051100,2,7,39,15,54.0,0.0,0.0,13.0,20.0,19.0,0.0,2.0,27.0,0.0,9.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,2.0,,0.0,,0.0,3.0,0.0,16.0,1.0,0.0,1.0,6.0,0.0,0.0,113.0,1.0
1400000US17031051200,2,8,39,12,14.0,0.0,0.0,24.0,25.0,25.0,0.0,1.0,29.0,0.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,,0.0,,0.0,3.0,0.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,91.0,0.0
1400000US17031051300,2,7,38,13,23.0,0.0,4.0,13.0,22.0,42.0,0.0,0.0,46.0,0.0,8.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,,0.0,,0.0,2.0,0.0,15.0,0.0,0.0,1.0,4.0,1.0,0.0,155.0,0.0
1400000US17031051400,2,7,37,14,31.0,0.0,3.0,27.0,55.0,43.0,0.0,3.0,77.0,0.0,14.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,5.0,,1.0,,1.0,3.0,0.0,14.0,0.0,0.0,2.0,12.0,1.0,1.0,165.0,3.0
1400000US17031060100,1,5,31,16,23.0,0.0,0.0,19.0,48.0,58.0,0.0,6.0,72.0,0.0,19.0,69.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,4.0,,0.0,,1.0,0.0,0.0,17.0,0.0,0.0,4.0,10.0,1.0,0.0,208.0,1.0
1400000US17031060200,2,7,33,14,77.0,0.0,0.0,17.0,69.0,20.0,0.0,1.0,57.0,0.0,22.0,36.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,17.0,28.0,,0.0,,0.0,6.0,0.0,32.0,0.0,0.0,6.0,4.0,6.0,0.0,141.0,1.0
1400000US17031060300,1,7,35,11,59.0,1.0,0.0,8.0,36.0,55.0,0.0,8.0,41.0,0.0,9.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,2.0,,0.0,,1.0,2.0,0.0,17.0,0.0,0.0,1.0,20.0,1.0,0.0,139.0,1.0
1400000US17031060400,1,6,32,13,69.0,0.0,0.0,21.0,69.0,80.0,0.0,3.0,66.0,1.0,21.0,88.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,31.0,2.0,,0.0,,0.0,3.0,0.0,26.0,0.0,0.0,3.0,19.0,1.0,0.0,233.0,3.0
1400000US17031060500,1,5,29,16,26.0,0.0,0.0,15.0,29.0,20.0,0.0,1.0,44.0,1.0,4.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,2.0,10.0,1.0,1.0,65.0,0.0
1400000US17031060800,1,4,22,8,29.0,0.0,0.0,22.0,54.0,26.0,0.0,5.0,55.0,0.0,21.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,,0.0,,0.0,0.0,0.0,36.0,0.0,0.0,1.0,17.0,2.0,0.0,139.0,1.0
1400000US17031060900,1,4,23,9,83.0,0.0,0.0,99.0,330.0,47.0,0.0,13.0,134.0,0.0,58.0,269.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,63.0,19.0,,0.0,,0.0,2.0,0.0,80.0,0.0,0.0,11.0,51.0,5.0,3.0,680.0,6.0
1400000US17031061000,1,5,27,13,50.0,0.0,0.0,39.0,129.0,25.0,0.0,8.0,68.0,2.0,40.0,86.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,25.0,21.0,,2.0,,1.0,0.0,0.0,37.0,1.0,0.0,10.0,25.0,9.0,0.0,225.0,3.0
1400000US17031061100,1,5,28,14,118.0,0.0,0.0,40.0,264.0,48.0,0.0,11.0,73.0,0.0,118.0,126.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,23.0,17.0,,0.0,,0.0,5.0,1.0,40.0,0.0,1.0,18.0,45.0,2.0,1.0,376.0,2.0
1400000US17031061200,1,5,29,14,42.0,0.0,0.0,17.0,43.0,34.0,0.0,0.0,28.0,0.0,24.0,51.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,4.0,,1.0,,0.0,1.0,0.0,14.0,0.0,0.0,3.0,19.0,1.0,1.0,196.0,0.0
1400000US17031061500,1,5,28,17,34.0,0.0,0.0,2.0,28.0,55.0,0.0,0.0,34.0,1.0,12.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,,0.0,,0.0,2.0,0.0,18.0,0.0,0.0,3.0,16.0,4.0,1.0,120.0,0.0
1400000US17031061800,1,5,25,10,17.0,0.0,0.0,24.0,41.0,9.0,0.0,4.0,28.0,0.0,12.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,,0.0,,0.0,0.0,0.0,8.0,0.0,0.0,2.0,18.0,1.0,0.0,213.0,1.0
1400000US17031061901,1,5,24,7,50.0,0.0,3.0,45.0,119.0,34.0,0.0,6.0,89.0,2.0,35.0,97.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,8.0,,0.0,,0.0,1.0,0.0,62.0,0.0,0.0,1.0,22.0,1.0,1.0,396.0,1.0
1400000US17031061902,1,4,20,6,17.0,0.0,0.0,17.0,51.0,14.0,0.0,1.0,35.0,0.0,13.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,4.0,,0.0,,0.0,0.0,0.0,29.0,0.0,0.0,0.0,14.0,2.0,0.0,123.0,1.0
1400000US17031062000,1,5,24,11,71.0,0.0,2.0,51.0,269.0,61.0,1.0,15.0,117.0,3.0,36.0,113.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,48.0,25.0,,0.0,,1.0,1.0,0.0,56.0,0.0,0.0,8.0,70.0,9.0,0.0,570.0,3.0
1400000US17031062100,1,6,26,12,134.0,0.0,1.0,74.0,413.0,111.0,1.0,13.0,123.0,4.0,58.0,170.0,0.0,0.0,0.0,5.0,0.0,1.0,10.0,59.0,35.0,,0.0,,0.0,2.0,0.0,48.0,0.0,0.0,17.0,100.0,5.0,0.0,747.0,6.0
1400000US17031062200,1,6,28,14,61.0,0.0,2.0,34.0,133.0,96.0,0.0,7.0,106.0,0.0,27.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,38.0,17.0,,0.0,,0.0,2.0,1.0,35.0,0.0,0.0,5.0,45.0,5.0,1.0,341.0,5.0
1400000US17031062300,1,7,32,18,31.0,0.0,0.0,8.0,27.0,27.0,0.0,1.0,33.0,0.0,13.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,,0.0,,0.0,0.0,0.0,21.0,0.0,0.0,2.0,15.0,1.0,0.0,127.0,1.0
1400000US17031062400,1,7,34,16,28.0,0.0,0.0,13.0,20.0,29.0,0.0,1.0,35.0,0.0,14.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,5.0,,0.0,,0.0,7.0,0.0,13.0,0.0,0.0,1.0,8.0,0.0,1.0,295.0,0.0
1400000US17031062500,2,8,38,14,81.0,0.0,1.0,8.0,21.0,22.0,0.0,2.0,36.0,0.0,9.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,,0.0,,0.0,2.0,0.0,13.0,0.0,0.0,1.0,15.0,4.0,0.0,144.0,0.0
1400000US17031062600,2,8,38,17,52.0,0.0,0.0,15.0,45.0,58.0,0.0,0.0,51.0,0.0,17.0,81.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,2.0,,0.0,,0.0,5.0,0.0,23.0,0.0,0.0,1.0,20.0,1.0,0.0,206.0,1.0
1400000US17031062700,2,8,36,19,107.0,0.0,3.0,40.0,45.0,49.0,0.0,3.0,67.0,0.0,16.0,95.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,23.0,3.0,,0.0,,0.0,3.0,0.0,28.0,2.0,0.0,1.0,28.0,2.0,0.0,345.0,2.0
1400000US17031062800,1,6,35,21,73.0,0.0,2.0,18.0,49.0,59.0,0.0,3.0,51.0,1.0,8.0,63.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,3.0,,0.0,,0.0,5.0,0.0,17.0,0.0,0.0,2.0,21.0,3.0,0.0,268.0,1.0
1400000US17031062900,1,6,31,16,70.0,0.0,1.0,43.0,124.0,96.0,0.0,4.0,87.0,3.0,26.0,109.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,62.0,11.0,,1.0,,1.0,2.0,0.0,33.0,0.0,0.0,4.0,55.0,5.0,0.0,438.0,1.0
1400000US17031063000,1,6,26,12,118.0,0.0,2.0,115.0,377.0,77.0,1.0,22.0,169.0,2.0,70.0,176.0,0.0,2.0,1.0,8.0,4.0,0.0,4.0,62.0,36.0,,0.0,,0.0,4.0,0.0,54.0,0.0,0.0,11.0,104.0,18.0,0.0,983.0,9.0
1400000US17031063100,1,4,24,10,84.0,0.0,1.0,54.0,105.0,35.0,0.0,3.0,85.0,0.0,34.0,147.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,22.0,2.0,,0.0,,0.0,0.0,0.0,35.0,0.0,0.0,5.0,41.0,5.0,1.0,788.0,0.0
1400000US17031063200,1,3,19,7,58.0,0.0,2.0,35.0,74.0,46.0,1.0,3.0,82.0,1.0,19.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,,1.0,,0.0,0.0,0.0,47.0,0.0,0.0,2.0,22.0,3.0,1.0,267.0,0.0
1400000US17031063301,1,3,24,11,53.0,0.0,0.0,13.0,39.0,14.0,0.0,4.0,39.0,0.0,17.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,,0.0,,0.0,3.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,157.0,0.0
1400000US17031063302,1,3,22,9,34.0,0.0,0.0,16.0,34.0,7.0,0.0,5.0,25.0,1.0,4.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,,0.0,,0.0,2.0,0.0,30.0,0.0,0.0,2.0,8.0,0.0,1.0,118.0,1.0
1400000US17031063303,1,3,19,5,9.0,0.0,0.0,8.0,41.0,4.0,0.0,18.0,37.0,4.0,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,,0.0,,0.0,0.0,0.0,15.0,0.0,0.0,1.0,2.0,2.0,0.0,125.0,1.0
1400000US17031063400,1,4,27,11,107.0,0.0,1.0,57.0,88.0,52.0,1.0,2.0,72.0,1.0,38.0,140.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,38.0,10.0,,1.0,,0.0,1.0,0.0,25.0,0.0,0.0,5.0,25.0,5.0,0.0,651.0,0.0
1400000US17031070101,2,4,21,7,60.0,0.0,0.0,16.0,93.0,18.0,0.0,5.0,124.0,0.0,12.0,102.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,48.0,4.0,,0.0,,0.0,1.0,0.0,39.0,0.0,0.0,1.0,24.0,5.0,1.0,482.0,3.0
1400000US17031070102,2,4,26,12,51.0,0.0,3.0,18.0,53.0,19.0,0.0,3.0,44.0,1.0,24.0,107.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,5.0,,1.0,,1.0,0.0,0.0,16.0,0.0,1.0,2.0,12.0,2.0,2.0,237.0,0.0
1400000US17031070103,2,5,27,12,41.0,0.0,0.0,13.0,41.0,28.0,0.0,3.0,44.0,0.0,12.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,,0.0,,0.0,0.0,0.0,17.0,0.0,0.0,1.0,8.0,3.0,1.0,196.0,1.0
1400000US17031070200,2,5,29,15,117.0,0.0,1.0,56.0,171.0,67.0,0.0,8.0,142.0,2.0,38.0,129.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,4.0,,0.0,,0.0,0.0,0.0,26.0,0.0,0.0,6.0,40.0,5.0,0.0,635.0,3.0
1400000US17031070300,2,6,30,17,121.0,0.0,1.0,55.0,153.0,104.0,1.0,8.0,138.0,0.0,31.0,130.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,56.0,10.0,,1.0,,0.0,1.0,0.0,31.0,1.0,0.0,4.0,80.0,13.0,1.0,802.0,2.0
1400000US17031070400,2,8,32,18,55.0,0.0,0.0,20.0,49.0,74.0,0.0,3.0,85.0,0.0,26.0,83.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,39.0,2.0,,0.0,,0.0,1.0,0.0,28.0,0.0,0.0,4.0,25.0,1.0,1.0,328.0,1.0
1400000US17031070500,2,9,37,16,24.0,0.0,0.0,8.0,17.0,56.0,0.0,0.0,58.0,1.0,19.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,,0.0,,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,2.0,1.0,196.0,0.0
1400000US17031070600,2,8,41,16,51.0,0.0,1.0,18.0,36.0,96.0,0.0,0.0,71.0,0.0,22.0,74.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,33.0,3.0,,0.0,,0.0,2.0,0.0,18.0,0.0,0.0,0.0,19.0,5.0,2.0,252.0,0.0
1400000US17031070700,2,10,43,14,74.0,0.0,0.0,74.0,118.0,96.0,0.0,4.0,121.0,2.0,46.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,4.0,,0.0,,0.0,5.0,0.0,42.0,0.0,0.0,3.0,24.0,3.0,0.0,789.0,8.0
1400000US17031071000,2,8,37,17,43.0,0.0,2.0,22.0,48.0,65.0,0.0,9.0,68.0,1.0,33.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,36.0,,0.0,,0.0,1.0,0.0,30.0,0.0,0.0,2.0,21.0,7.0,1.0,249.0,0.0
1400000US17031071100,2,7,35,16,116.0,0.0,1.0,30.0,99.0,65.0,0.0,4.0,106.0,2.0,38.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,20.0,,0.0,,1.0,4.0,0.0,19.0,0.0,0.0,9.0,42.0,5.0,1.0,413.0,4.0
1400000US17031071200,2,7,31,13,96.0,0.0,0.0,40.0,256.0,55.0,1.0,10.0,172.0,1.0,27.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,38.0,20.0,,0.0,,0.0,5.0,0.0,25.0,0.0,0.0,10.0,71.0,9.0,0.0,603.0,2.0
1400000US17031071300,2,7,25,11,49.0,0.0,1.0,16.0,46.0,38.0,0.0,4.0,102.0,2.0,12.0,95.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,30.0,3.0,,0.0,,0.0,1.0,0.0,27.0,0.0,0.0,2.0,30.0,3.0,0.0,332.0,0.0
1400000US17031071400,2,4,21,5,100.0,0.0,1.0,35.0,119.0,45.0,0.0,8.0,155.0,1.0,20.0,149.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,44.0,5.0,,0.0,,1.0,1.0,0.0,33.0,0.0,0.0,7.0,30.0,14.0,0.0,864.0,0.0
1400000US17031071500,1,6,19,7,103.0,1.0,0.0,79.0,199.0,53.0,0.0,11.0,226.0,2.0,42.0,260.0,0.0,0.0,1.0,6.0,1.0,2.0,6.0,52.0,23.0,,0.0,,0.0,2.0,0.0,55.0,0.0,1.0,12.0,62.0,8.0,1.0,1536.0,8.0
1400000US17031071600,1,8,28,11,7.0,0.0,0.0,17.0,21.0,18.0,0.0,2.0,35.0,0.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,,0.0,,0.0,1.0,0.0,4.0,0.0,0.0,1.0,12.0,1.0,0.0,80.0,0.0
1400000US17031071700,1,8,28,10,11.0,0.0,0.0,18.0,47.0,22.0,0.0,1.0,60.0,2.0,14.0,37.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,,1.0,,0.0,1.0,0.0,19.0,0.0,0.0,1.0,25.0,1.0,0.0,211.0,1.0
1400000US17031071800,1,8,32,10,56.0,0.0,0.0,22.0,51.0,36.0,0.0,6.0,72.0,1.0,15.0,63.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,1.0,,0.0,,0.0,4.0,0.0,26.0,0.0,0.0,1.0,21.0,3.0,0.0,221.0,2.0
1400000US17031080100,1,6,20,8,51.0,0.0,0.0,29.0,67.0,16.0,1.0,4.0,43.0,1.0,13.0,123.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,19.0,8.0,,0.0,,0.0,3.0,0.0,39.0,0.0,0.0,4.0,22.0,0.0,0.0,189.0,2.0
1400000US17031080201,1,8,23,7,38.0,0.0,0.0,29.0,37.0,22.0,0.0,0.0,57.0,1.0,12.0,86.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,,0.0,,1.0,0.0,0.0,24.0,0.0,0.0,5.0,28.0,1.0,2.0,296.0,1.0
1400000US17031080202,1,7,23,8,58.0,0.0,1.0,74.0,164.0,33.0,1.0,7.0,98.0,1.0,53.0,145.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,27.0,23.0,,0.0,,0.0,2.0,0.0,41.0,1.0,0.0,6.0,63.0,10.0,3.0,620.0,4.0
1400000US17031080300,1,8,26,9,196.0,0.0,4.0,104.0,257.0,77.0,0.0,11.0,166.0,1.0,59.0,223.0,0.0,2.0,0.0,4.0,1.0,3.0,5.0,55.0,36.0,,0.0,,1.0,6.0,0.0,62.0,0.0,0.0,4.0,80.0,9.0,6.0,878.0,7.0
1400000US17031080400,1,9,30,11,47.0,0.0,0.0,222.0,492.0,58.0,0.0,7.0,210.0,0.0,111.0,105.0,6.0,4.0,0.0,6.0,2.0,2.0,1.0,43.0,97.0,,0.0,,1.0,29.0,0.0,130.0,0.0,0.0,19.0,40.0,7.0,2.0,527.0,42.0
1400000US17031081000,1,9,24,9,108.0,0.0,1.0,158.0,310.0,63.0,0.0,12.0,135.0,4.0,88.0,317.0,0.0,2.0,0.0,11.0,2.0,1.0,3.0,70.0,133.0,,0.0,,1.0,2.0,0.0,83.0,0.0,0.0,11.0,129.0,9.0,1.0,908.0,9.0
1400000US17031081100,1,9,24,8,125.0,0.0,0.0,141.0,367.0,39.0,0.0,15.0,76.0,8.0,33.0,230.0,0.0,1.0,0.0,8.0,4.0,0.0,27.0,35.0,17.0,,0.0,,1.0,4.0,0.0,58.0,1.0,0.0,13.0,81.0,2.0,1.0,736.0,7.0
1400000US17031081201,1,8,19,7,343.0,0.0,2.0,150.0,396.0,30.0,1.0,16.0,121.0,4.0,132.0,601.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,67.0,31.0,,0.0,,0.0,4.0,0.0,81.0,1.0,0.0,29.0,125.0,11.0,2.0,1564.0,7.0
1400000US17031081202,1,7,17,6,57.0,0.0,0.0,24.0,95.0,12.0,2.0,4.0,42.0,0.0,15.0,107.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,28.0,3.0,,0.0,,1.0,0.0,0.0,33.0,0.0,0.0,3.0,20.0,4.0,0.0,314.0,2.0
1400000US17031081300,1,8,15,7,219.0,0.0,0.0,88.0,205.0,24.0,1.0,19.0,62.0,7.0,83.0,732.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,49.0,10.0,,0.0,,1.0,4.0,0.0,103.0,2.0,0.0,17.0,58.0,7.0,5.0,2373.0,11.0
1400000US17031081401,1,7,14,4,204.0,0.0,1.0,107.0,332.0,16.0,2.0,67.0,65.0,14.0,128.0,289.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,49.0,35.0,,0.0,,0.0,10.0,0.0,82.0,1.0,0.0,15.0,30.0,14.0,3.0,1057.0,7.0
1400000US17031081402,1,5,9,3,121.0,0.0,2.0,60.0,176.0,21.0,0.0,12.0,96.0,3.0,36.0,242.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,47.0,10.0,,0.0,,0.0,9.0,0.0,57.0,0.0,0.0,8.0,18.0,8.0,1.0,692.0,3.0
1400000US17031081403,1,7,13,4,359.0,0.0,1.0,155.0,425.0,50.0,0.0,22.0,202.0,4.0,149.0,787.0,0.0,0.0,0.0,5.0,3.0,2.0,1.0,111.0,21.0,,0.0,,2.0,5.0,1.0,127.0,71.0,2.0,27.0,101.0,12.0,3.0,2829.0,4.0
1400000US17031081500,1,8,19,8,476.0,0.0,1.0,197.0,581.0,53.0,0.0,29.0,302.0,2.0,170.0,1515.0,1.0,2.0,0.0,11.0,7.0,2.0,10.0,147.0,80.0,,0.0,,0.0,6.0,0.0,122.0,2.0,1.0,46.0,211.0,20.0,4.0,3794.0,12.0
1400000US17031081600,1,9,21,8,253.0,0.0,2.0,82.0,473.0,41.0,1.0,21.0,105.0,4.0,72.0,341.0,0.0,0.0,0.0,10.0,2.0,0.0,14.0,50.0,39.0,,1.0,,0.0,5.0,0.0,48.0,0.0,0.0,19.0,109.0,7.0,3.0,1319.0,6.0
1400000US17031081700,1,10,28,8,641.0,0.0,3.0,215.0,916.0,126.0,0.0,44.0,305.0,8.0,145.0,854.0,1.0,1.0,0.0,12.0,1.0,4.0,29.0,163.0,57.0,,1.0,,0.0,3.0,0.0,114.0,2.0,1.0,24.0,223.0,15.0,1.0,2500.0,13.0
1400000US17031081800,1,10,32,7,658.0,0.0,3.0,177.0,696.0,164.0,0.0,31.0,352.0,9.0,132.0,588.0,0.0,1.0,0.0,7.0,4.0,2.0,29.0,201.0,37.0,,1.0,,0.0,3.0,0.0,165.0,0.0,1.0,14.0,203.0,23.0,6.0,2173.0,18.0
1400000US17031081900,1,10,36,7,18.0,0.0,0.0,49.0,132.0,10.0,0.0,1.0,31.0,0.0,154.0,20.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,12.0,57.0,,0.0,,0.0,3.0,0.0,23.0,0.0,0.0,2.0,8.0,2.0,0.0,101.0,28.0
1400000US17031090100,0,1,7,3,44.0,0.0,0.0,31.0,50.0,10.0,0.0,1.0,27.0,0.0,17.0,45.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,,0.0,,0.0,4.0,0.0,34.0,1.0,0.0,0.0,1.0,1.0,0.0,87.0,0.0
1400000US17031090200,0,1,9,5,101.0,0.0,2.0,56.0,169.0,40.0,0.0,4.0,128.0,1.0,30.0,101.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,1.0,,0.0,,0.0,6.0,0.0,74.0,0.0,0.0,8.0,6.0,6.0,1.0,150.0,2.0
1400000US17031090300,0,2,9,5,40.0,0.0,2.0,19.0,22.0,9.0,0.0,1.0,30.0,0.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2.0,,0.0,,0.0,3.0,0.0,18.0,0.0,0.0,2.0,3.0,0.0,0.0,35.0,0.0
1400000US17031100100,1,2,15,6,96.0,0.0,4.0,72.0,121.0,60.0,0.0,5.0,131.0,0.0,20.0,85.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,43.0,14.0,,0.0,,1.0,9.0,0.0,88.0,1.0,0.0,8.0,14.0,9.0,2.0,204.0,2.0
1400000US17031100200,0,2,14,4,120.0,0.0,2.0,73.0,125.0,60.0,0.0,6.0,149.0,1.0,32.0,103.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,36.0,13.0,,0.0,,0.0,14.0,0.0,76.0,0.0,0.0,3.0,10.0,6.0,1.0,236.0,5.0
1400000US17031100300,0,2,11,6,33.0,0.0,1.0,96.0,156.0,44.0,0.0,3.0,100.0,0.0,68.0,104.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,37.0,,0.0,,0.0,11.0,0.0,54.0,0.0,0.0,10.0,2.0,12.0,2.0,223.0,1.0
1400000US17031100400,0,2,10,4,17.0,0.0,0.0,18.0,65.0,22.0,0.0,5.0,43.0,0.0,21.0,52.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,13.0,,0.0,,1.0,2.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,115.0,0.0
1400000US17031100500,0,3,9,3,41.0,0.0,2.0,56.0,162.0,83.0,0.0,2.0,121.0,0.0,26.0,116.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,29.0,17.0,,0.0,,0.0,4.0,0.0,76.0,0.0,0.0,4.0,13.0,6.0,0.0,308.0,0.0
1400000US17031100600,1,1,12,5,89.0,0.0,1.0,73.0,170.0,64.0,0.0,3.0,155.0,0.0,27.0,81.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,37.0,10.0,,1.0,,0.0,9.0,0.0,68.0,0.0,0.0,4.0,12.0,7.0,1.0,272.0,2.0
1400000US17031100700,1,2,15,3,20.0,0.0,0.0,26.0,78.0,54.0,0.0,2.0,70.0,0.0,25.0,57.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,22.0,10.0,,0.0,,0.0,3.0,0.0,58.0,0.0,0.0,1.0,7.0,1.0,1.0,132.0,1.0
1400000US17031110100,1,3,14,7,89.0,0.0,0.0,56.0,127.0,48.0,0.0,4.0,125.0,0.0,30.0,70.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,41.0,7.0,,0.0,,0.0,11.0,0.0,70.0,0.0,0.0,2.0,13.0,6.0,2.0,191.0,4.0
1400000US17031110200,1,3,18,7,123.0,0.0,2.0,62.0,101.0,26.0,0.0,3.0,99.0,0.0,12.0,64.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,31.0,13.0,,0.0,,0.0,8.0,0.0,66.0,0.0,0.0,3.0,11.0,3.0,3.0,156.0,1.0
1400000US17031110300,1,4,16,5,58.0,0.0,0.0,33.0,87.0,86.0,0.0,4.0,94.0,1.0,33.0,75.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,27.0,14.0,,0.0,,1.0,4.0,0.0,63.0,0.0,0.0,2.0,12.0,3.0,1.0,180.0,5.0
1400000US17031110400,1,4,18,7,40.0,1.0,1.0,63.0,128.0,62.0,0.0,3.0,119.0,0.0,18.0,78.0,0.0,1.0,0.0,8.0,1.0,1.0,1.0,47.0,39.0,,0.0,,0.0,13.0,0.0,68.0,0.0,0.0,11.0,12.0,3.0,0.0,211.0,2.0
1400000US17031110501,2,3,18,8,44.0,0.0,0.0,52.0,125.0,48.0,0.0,2.0,82.0,0.0,19.0,100.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,42.0,10.0,,1.0,,0.0,7.0,0.0,81.0,0.0,0.0,4.0,9.0,9.0,1.0,302.0,1.0
1400000US17031110502,2,4,20,8,91.0,0.0,0.0,93.0,215.0,38.0,0.0,6.0,128.0,1.0,68.0,125.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,47.0,51.0,,0.0,,1.0,8.0,1.0,63.0,0.0,0.0,7.0,37.0,9.0,0.0,345.0,7.0
