geo_id,police_stations,fire_stations,public_schools,parks,commercial_establishments,number_of_police_killings,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED CARRY LICENSE VIOLATION,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL SEXUAL ASSAULT,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,GAMBLING,HOMICIDE,HUMAN TRAFFICKING,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON - CRIMINAL,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION
1400000US17031120100,0,2,10,4,29.0,0.0,0.0,23.0,34.0,30.0,0.0,2.0,36.0,1.0,29.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,2.0,,0.0,,0.0,1.0,0.0,27.0,0.0,0.0,0.0,2.0,0.0,0.0,80.0,0.0
1400000US17031120200,1,2,12,3,101.0,0.0,0.0,37.0,55.0,57.0,0.0,1.0,69.0,1.0,22.0,85.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,7.0,,1.0,,0.0,4.0,0.0,40.0,0.0,0.0,0.0,4.0,3.0,1.0,177.0,2.0
1400000US17031120300,2,2,15,5,83.0,0.0,1.0,35.0,72.0,88.0,0.0,1.0,74.0,0.0,45.0,94.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,42.0,5.0,,1.0,,0.0,2.0,0.0,45.0,0.0,0.0,1.0,7.0,2.0,3.0,242.0,1.0
1400000US17031120400,2,4,20,8,75.0,0.0,0.0,51.0,95.0,82.0,0.0,2.0,87.0,1.0,16.0,45.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,38.0,17.0,,0.0,,0.0,2.0,0.0,45.0,1.0,0.0,1.0,11.0,2.0,2.0,186.0,4.0
1400000US17031130100,2,2,23,8,86.0,0.0,2.0,58.0,142.0,96.0,0.0,11.0,110.0,1.0,46.0,106.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,59.0,25.0,,1.0,,0.0,6.0,0.0,63.0,3.0,0.0,1.0,33.0,4.0,1.0,510.0,15.0
1400000US17031130200,2,5,23,8,48.0,0.0,2.0,37.0,76.0,25.0,0.0,4.0,42.0,0.0,16.0,43.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,10.0,,0.0,,0.0,1.0,0.0,29.0,0.0,0.0,1.0,6.0,5.0,1.0,192.0,1.0
1400000US17031130300,2,4,28,11,49.0,0.0,1.0,69.0,151.0,91.0,0.0,3.0,156.0,3.0,14.0,99.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,60.0,13.0,,0.0,,0.0,20.0,0.0,72.0,1.0,0.0,0.0,30.0,5.0,1.0,254.0,3.0
1400000US17031140100,2,6,36,9,27.0,0.0,1.0,34.0,176.0,47.0,0.0,3.0,106.0,0.0,12.0,44.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,54.0,25.0,,0.0,,0.0,10.0,0.0,62.0,0.0,0.0,3.0,36.0,9.0,2.0,163.0,10.0
1400000US17031140200,2,6,32,10,56.0,0.0,2.0,87.0,270.0,95.0,0.0,12.0,175.0,1.0,19.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,72.0,33.0,,0.0,,0.0,6.0,0.0,77.0,5.0,0.0,6.0,100.0,7.0,1.0,369.0,11.0
1400000US17031140301,2,5,32,6,75.0,0.0,0.0,37.0,121.0,34.0,0.0,4.0,65.0,2.0,9.0,31.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,39.0,15.0,,0.0,,1.0,9.0,0.0,35.0,0.0,0.0,1.0,34.0,6.0,0.0,115.0,8.0
1400000US17031140302,2,5,31,8,11.0,0.0,1.0,57.0,192.0,59.0,1.0,1.0,143.0,1.0,17.0,54.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,57.0,10.0,,1.0,,0.0,10.0,0.0,67.0,1.0,0.0,2.0,39.0,8.0,1.0,198.0,9.0
1400000US17031140400,2,4,29,9,175.0,0.0,5.0,72.0,178.0,106.0,0.0,4.0,186.0,0.0,24.0,85.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,84.0,17.0,,1.0,,1.0,7.0,0.0,70.0,1.0,0.0,5.0,31.0,10.0,0.0,419.0,6.0
1400000US17031140500,2,4,35,9,80.0,0.0,1.0,62.0,139.0,34.0,0.0,4.0,96.0,0.0,24.0,56.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,71.0,32.0,,1.0,,0.0,8.0,0.0,61.0,0.0,0.0,3.0,22.0,2.0,0.0,316.0,5.0
1400000US17031140601,2,5,36,8,68.0,0.0,0.0,53.0,99.0,30.0,0.0,5.0,100.0,0.0,11.0,30.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,43.0,13.0,,0.0,,0.0,8.0,0.0,42.0,0.0,0.0,1.0,31.0,1.0,0.0,132.0,9.0
1400000US17031140602,2,6,36,7,48.0,0.0,4.0,85.0,314.0,81.0,0.0,6.0,193.0,0.0,22.0,47.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,94.0,47.0,,0.0,,0.0,10.0,0.0,78.0,1.0,0.0,5.0,99.0,9.0,1.0,256.0,22.0
1400000US17031140701,2,5,39,11,84.0,0.0,1.0,64.0,147.0,62.0,0.0,3.0,198.0,1.0,16.0,34.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,47.0,12.0,,0.0,,0.0,5.0,0.0,40.0,2.0,0.0,6.0,66.0,7.0,1.0,235.0,11.0
1400000US17031140702,2,5,42,11,95.0,1.0,4.0,127.0,409.0,81.0,0.0,14.0,177.0,4.0,49.0,64.0,0.0,3.0,0.0,5.0,4.0,1.0,0.0,87.0,54.0,,0.0,,0.0,15.0,0.0,82.0,0.0,1.0,17.0,80.0,10.0,0.0,344.0,37.0
1400000US17031140800,2,5,39,11,122.0,0.0,0.0,58.0,186.0,73.0,0.0,7.0,182.0,2.0,25.0,83.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,46.0,19.0,,0.0,,0.0,14.0,0.0,78.0,0.0,0.0,5.0,51.0,13.0,0.0,290.0,8.0
1400000US17031150200,2,4,27,9,193.0,0.0,2.0,134.0,336.0,138.0,1.0,8.0,264.0,0.0,45.0,167.0,0.0,1.0,1.0,4.0,6.0,2.0,6.0,96.0,61.0,,0.0,,1.0,14.0,0.0,132.0,2.0,0.0,9.0,62.0,5.0,2.0,465.0,17.0
1400000US17031150300,2,4,23,7,95.0,1.0,4.0,132.0,268.0,116.0,1.0,6.0,215.0,0.0,40.0,127.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0,77.0,47.0,,0.0,,2.0,9.0,0.0,113.0,0.0,0.0,5.0,40.0,6.0,0.0,375.0,12.0
1400000US17031150401,1,2,19,6,72.0,0.0,1.0,60.0,181.0,65.0,0.0,7.0,121.0,0.0,33.0,105.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,50.0,19.0,,0.0,,0.0,9.0,0.0,83.0,0.0,0.0,4.0,19.0,4.0,0.0,281.0,7.0
1400000US17031150402,1,5,23,5,62.0,0.0,0.0,48.0,127.0,64.0,0.0,6.0,105.0,0.0,14.0,61.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,45.0,14.0,,0.0,,1.0,13.0,0.0,52.0,0.0,0.0,5.0,13.0,6.0,1.0,131.0,2.0
1400000US17031150501,1,3,19,3,9.0,0.0,2.0,23.0,91.0,52.0,0.0,0.0,65.0,0.0,11.0,42.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,18.0,13.0,,0.0,,0.0,8.0,0.0,58.0,0.0,0.0,2.0,7.0,1.0,0.0,100.0,4.0
1400000US17031150502,1,3,23,3,36.0,0.0,0.0,62.0,117.0,36.0,0.0,6.0,92.0,0.0,20.0,55.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,43.0,24.0,,0.0,,0.0,10.0,0.0,63.0,0.0,0.0,0.0,6.0,4.0,0.0,122.0,5.0
1400000US17031150600,1,5,25,3,64.0,0.0,1.0,63.0,155.0,67.0,1.0,3.0,145.0,0.0,25.0,77.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,41.0,27.0,,0.0,,0.0,3.0,0.0,84.0,0.0,0.0,4.0,26.0,4.0,1.0,210.0,12.0
1400000US17031150700,1,4,30,3,27.0,0.0,3.0,83.0,149.0,75.0,0.0,5.0,142.0,0.0,13.0,65.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,73.0,20.0,,0.0,,0.0,13.0,0.0,81.0,0.0,0.0,3.0,17.0,3.0,1.0,228.0,9.0
1400000US17031150800,2,5,37,6,58.0,0.0,1.0,113.0,281.0,93.0,0.0,2.0,170.0,0.0,20.0,104.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,74.0,22.0,,0.0,,0.0,16.0,0.0,103.0,0.0,1.0,5.0,30.0,6.0,0.0,268.0,15.0
1400000US17031151001,1,6,39,5,15.0,0.0,2.0,69.0,189.0,39.0,1.0,2.0,91.0,1.0,25.0,36.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,51.0,38.0,,0.0,,1.0,4.0,0.0,60.0,0.0,0.0,6.0,18.0,6.0,0.0,150.0,8.0
1400000US17031151002,2,6,42,5,82.0,0.0,5.0,99.0,299.0,77.0,0.0,6.0,195.0,2.0,24.0,105.0,0.0,0.0,0.0,3.0,1.0,6.0,3.0,114.0,40.0,,0.0,,1.0,19.0,0.0,121.0,0.0,0.0,3.0,39.0,10.0,3.0,219.0,11.0
1400000US17031151100,1,7,37,4,64.0,0.0,6.0,108.0,306.0,115.0,2.0,7.0,207.0,1.0,36.0,66.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,107.0,59.0,,1.0,,1.0,16.0,0.0,132.0,0.0,0.0,6.0,47.0,3.0,2.0,267.0,14.0
1400000US17031151200,1,6,31,2,43.0,0.0,2.0,98.0,246.0,77.0,0.0,13.0,172.0,2.0,38.0,82.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,40.0,33.0,,0.0,,0.0,9.0,1.0,82.0,0.0,0.0,2.0,22.0,3.0,2.0,282.0,7.0
1400000US17031160100,2,6,32,10,61.0,0.0,2.0,24.0,88.0,36.0,0.0,2.0,74.0,0.0,27.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,8.0,,0.0,,0.0,4.0,0.0,45.0,0.0,0.0,3.0,20.0,1.0,1.0,194.0,4.0
1400000US17031160200,2,6,37,7,89.0,1.0,2.0,58.0,141.0,61.0,0.0,1.0,108.0,0.0,26.0,69.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,41.0,14.0,,0.0,,0.0,11.0,0.0,55.0,0.0,0.0,2.0,17.0,4.0,0.0,334.0,2.0
1400000US17031160300,1,6,38,6,49.0,0.0,0.0,58.0,189.0,74.0,0.0,6.0,141.0,1.0,17.0,67.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,47.0,11.0,,1.0,,0.0,4.0,0.0,70.0,1.0,0.0,5.0,30.0,5.0,1.0,277.0,4.0
1400000US17031160400,1,6,41,5,110.0,0.0,0.0,78.0,206.0,96.0,0.0,7.0,190.0,2.0,16.0,80.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,81.0,29.0,,0.0,,1.0,15.0,0.0,95.0,0.0,0.0,3.0,31.0,7.0,0.0,316.0,5.0
1400000US17031160501,2,5,41,10,53.0,0.0,2.0,64.0,195.0,64.0,1.0,2.0,123.0,0.0,16.0,68.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,54.0,21.0,,0.0,,0.0,17.0,0.0,46.0,0.0,0.0,1.0,54.0,5.0,0.0,237.0,12.0
1400000US17031160502,2,7,41,9,44.0,0.0,1.0,24.0,123.0,39.0,0.0,6.0,99.0,3.0,9.0,51.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,39.0,15.0,,0.0,,0.0,15.0,0.0,51.0,0.0,0.0,3.0,26.0,5.0,0.0,144.0,6.0
1400000US17031160601,2,6,46,10,64.0,0.0,2.0,40.0,100.0,29.0,0.0,1.0,99.0,1.0,13.0,37.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,45.0,8.0,,0.0,,0.0,5.0,0.0,44.0,1.0,0.0,2.0,24.0,7.0,1.0,169.0,12.0
1400000US17031160602,2,6,48,10,64.0,0.0,2.0,42.0,162.0,52.0,0.0,4.0,129.0,0.0,15.0,88.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,37.0,12.0,,0.0,,0.0,5.0,0.0,58.0,0.0,0.0,6.0,23.0,3.0,1.0,236.0,4.0
1400000US17031160700,1,7,46,10,62.0,0.0,3.0,80.0,250.0,100.0,0.0,4.0,202.0,1.0,29.0,89.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,56.0,20.0,,0.0,,1.0,13.0,1.0,87.0,0.0,0.0,6.0,39.0,6.0,0.0,337.0,17.0
1400000US17031160800,1,6,41,8,106.0,0.0,2.0,99.0,208.0,93.0,0.0,9.0,152.0,0.0,25.0,125.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,94.0,26.0,,0.0,,0.0,9.0,0.0,112.0,1.0,0.0,7.0,45.0,3.0,1.0,415.0,9.0
1400000US17031160900,1,5,40,6,47.0,0.0,0.0,65.0,186.0,72.0,0.0,6.0,123.0,0.0,22.0,68.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,55.0,27.0,,0.0,,1.0,5.0,0.0,62.0,1.0,0.0,2.0,30.0,8.0,0.0,250.0,3.0
1400000US17031161000,1,6,38,6,28.0,0.0,0.0,50.0,123.0,60.0,0.0,3.0,88.0,0.0,10.0,48.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,53.0,15.0,,0.0,,0.0,1.0,0.0,34.0,0.0,0.0,2.0,26.0,1.0,0.0,260.0,1.0
1400000US17031161100,1,7,38,6,29.0,0.0,3.0,49.0,156.0,41.0,0.0,3.0,76.0,2.0,7.0,42.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,35.0,,0.0,,2.0,8.0,0.0,32.0,0.0,0.0,16.0,15.0,5.0,0.0,176.0,5.0
1400000US17031161200,1,6,43,5,43.0,0.0,2.0,52.0,139.0,45.0,0.0,4.0,124.0,0.0,8.0,32.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,47.0,13.0,,0.0,,0.0,4.0,0.0,67.0,0.0,0.0,4.0,20.0,5.0,0.0,104.0,11.0
1400000US17031161300,1,5,43,8,101.0,0.0,6.0,100.0,250.0,92.0,0.0,7.0,202.0,2.0,16.0,77.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,119.0,30.0,,0.0,,1.0,11.0,0.0,89.0,0.0,0.0,3.0,36.0,9.0,0.0,300.0,16.0
1400000US17031170100,1,2,20,3,52.0,0.0,2.0,55.0,116.0,13.0,0.0,4.0,39.0,0.0,31.0,59.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,13.0,8.0,,0.0,,0.0,7.0,0.0,37.0,0.0,0.0,2.0,8.0,3.0,0.0,219.0,3.0
1400000US17031170200,1,5,21,2,40.0,0.0,0.0,64.0,148.0,75.0,0.0,3.0,107.0,1.0,22.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,35.0,,0.0,,0.0,4.0,0.0,80.0,1.0,0.0,5.0,18.0,5.0,0.0,169.0,9.0
1400000US17031170300,0,3,18,3,72.0,0.0,2.0,69.0,177.0,112.0,0.0,4.0,180.0,0.0,19.0,87.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,43.0,20.0,,0.0,,1.0,15.0,0.0,97.0,1.0,0.0,4.0,10.0,3.0,3.0,165.0,4.0
1400000US17031170400,0,1,10,2,51.0,0.0,3.0,54.0,122.0,43.0,0.0,2.0,83.0,0.0,14.0,45.0,3.0,1.0,0.0,2.0,0.0,3.0,2.0,27.0,10.0,,0.0,,0.0,5.0,0.0,65.0,0.0,0.0,2.0,8.0,3.0,0.0,91.0,3.0
1400000US17031170500,0,2,4,1,36.0,0.0,2.0,58.0,126.0,71.0,0.0,3.0,137.0,0.0,15.0,59.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,24.0,10.0,,0.0,,1.0,6.0,0.0,77.0,0.0,0.0,3.0,5.0,5.0,0.0,108.0,3.0
1400000US17031170600,0,1,4,1,4.0,0.0,0.0,13.0,65.0,31.0,0.0,3.0,51.0,0.0,8.0,20.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,17.0,3.0,,0.0,,1.0,0.0,0.0,31.0,0.0,0.0,1.0,2.0,2.0,0.0,57.0,0.0
1400000US17031170700,0,1,4,1,24.0,0.0,0.0,22.0,75.0,37.0,0.0,2.0,59.0,0.0,5.0,38.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,7.0,,0.0,,0.0,6.0,0.0,42.0,1.0,0.0,2.0,9.0,2.0,0.0,58.0,3.0
1400000US17031170800,0,2,10,3,59.0,0.0,3.0,65.0,159.0,48.0,0.0,4.0,94.0,0.0,21.0,44.0,3.0,0.0,0.0,4.0,1.0,3.0,0.0,21.0,12.0,,0.0,,0.0,8.0,0.0,62.0,1.0,0.0,7.0,13.0,5.0,0.0,130.0,3.0
1400000US17031170900,0,2,12,3,14.0,0.0,1.0,25.0,59.0,21.0,0.0,1.0,37.0,1.0,4.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,11.0,,0.0,,0.0,3.0,0.0,31.0,0.0,0.0,1.0,7.0,1.0,0.0,56.0,2.0
1400000US17031171000,0,3,19,3,103.0,0.0,5.0,99.0,255.0,150.0,0.0,8.0,197.0,0.0,37.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,78.0,26.0,,1.0,,0.0,11.0,0.0,100.0,0.0,0.0,3.0,30.0,7.0,2.0,239.0,11.0
1400000US17031171100,1,5,29,4,48.0,0.0,3.0,42.0,110.0,60.0,0.0,2.0,99.0,0.0,13.0,36.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,29.0,10.0,,0.0,,0.0,5.0,0.0,65.0,0.0,0.0,1.0,25.0,4.0,0.0,115.0,4.0
1400000US17031180100,0,3,19,3,62.0,0.0,1.0,83.0,255.0,126.0,0.0,3.0,186.0,0.0,24.0,83.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,72.0,15.0,,0.0,,1.0,13.0,0.0,126.0,0.0,0.0,7.0,29.0,7.0,1.0,215.0,7.0
1400000US17031190100,1,6,43,7,58.0,0.0,1.0,71.0,129.0,33.0,0.0,2.0,85.0,0.0,14.0,34.0,0.0,2.0,0.0,6.0,1.0,1.0,0.0,45.0,35.0,,1.0,,0.0,8.0,0.0,71.0,12.0,0.0,4.0,36.0,5.0,0.0,112.0,10.0
1400000US17031190200,1,5,42,7,70.0,0.0,5.0,103.0,264.0,104.0,2.0,14.0,196.0,1.0,19.0,86.0,0.0,2.0,0.0,8.0,2.0,4.0,0.0,111.0,45.0,,0.0,,1.0,24.0,0.0,132.0,10.0,0.0,8.0,59.0,9.0,0.0,180.0,20.0
1400000US17031190300,1,6,40,4,109.0,0.0,5.0,114.0,338.0,157.0,0.0,2.0,261.0,0.0,30.0,129.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,110.0,55.0,,1.0,,0.0,15.0,0.0,133.0,0.0,0.0,7.0,57.0,6.0,1.0,289.0,22.0
1400000US17031190401,1,5,30,2,41.0,0.0,3.0,99.0,277.0,57.0,1.0,6.0,143.0,1.0,21.0,53.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,43.0,42.0,,0.0,,1.0,12.0,1.0,66.0,0.0,0.0,12.0,35.0,9.0,0.0,144.0,14.0
1400000US17031190402,1,4,33,3,88.0,0.0,0.0,97.0,248.0,120.0,2.0,10.0,181.0,0.0,37.0,73.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,84.0,31.0,,1.0,,0.0,13.0,0.0,109.0,0.0,0.0,6.0,55.0,8.0,1.0,213.0,12.0
1400000US17031190601,1,4,29,5,29.0,0.0,4.0,90.0,215.0,58.0,1.0,6.0,107.0,0.0,19.0,50.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,74.0,42.0,,0.0,,0.0,12.0,0.0,73.0,0.0,0.0,4.0,29.0,7.0,0.0,133.0,12.0
1400000US17031190602,1,4,30,4,65.0,0.0,3.0,99.0,331.0,86.0,0.0,5.0,188.0,0.0,18.0,72.0,0.0,5.0,0.0,5.0,1.0,2.0,1.0,97.0,52.0,,1.0,,0.0,21.0,0.0,106.0,0.0,0.0,8.0,41.0,15.0,0.0,208.0,23.0
1400000US17031190701,1,5,38,3,37.0,0.0,4.0,49.0,174.0,43.0,0.0,2.0,94.0,0.0,11.0,40.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,52.0,24.0,,0.0,,0.0,10.0,0.0,66.0,0.0,0.0,6.0,23.0,2.0,1.0,102.0,14.0
1400000US17031190702,1,5,40,4,45.0,0.0,6.0,87.0,293.0,76.0,0.0,5.0,157.0,0.0,19.0,55.0,0.0,4.0,0.0,2.0,0.0,1.0,2.0,71.0,40.0,,0.0,,0.0,20.0,0.0,113.0,0.0,0.0,9.0,32.0,7.0,1.0,134.0,27.0
1400000US17031190800,1,6,46,5,105.0,0.0,5.0,124.0,305.0,95.0,0.0,7.0,200.0,2.0,29.0,74.0,0.0,5.0,0.0,7.0,2.0,2.0,0.0,130.0,56.0,,1.0,,0.0,19.0,0.0,210.0,3.0,0.0,9.0,55.0,11.0,2.0,227.0,21.0
1400000US17031190900,1,5,43,6,31.0,0.0,1.0,67.0,151.0,42.0,0.0,1.0,84.0,0.0,19.0,76.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,48.0,38.0,,0.0,,0.0,7.0,0.0,58.0,12.0,0.0,4.0,33.0,6.0,1.0,398.0,13.0
1400000US17031191000,1,5,50,6,58.0,0.0,3.0,75.0,160.0,57.0,1.0,7.0,96.0,0.0,12.0,50.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,55.0,40.0,,0.0,,0.0,7.0,0.0,55.0,8.0,1.0,9.0,41.0,6.0,0.0,132.0,18.0
1400000US17031191100,1,6,46,6,113.0,0.0,6.0,136.0,368.0,111.0,0.0,12.0,211.0,1.0,30.0,134.0,0.0,3.0,0.0,12.0,1.0,5.0,0.0,179.0,88.0,,0.0,,1.0,30.0,0.0,155.0,18.0,0.0,12.0,98.0,7.0,0.0,425.0,40.0
1400000US17031191200,1,6,40,6,34.0,1.0,1.0,164.0,447.0,64.0,0.0,6.0,187.0,0.0,86.0,69.0,0.0,3.0,0.0,23.0,10.0,2.0,3.0,73.0,167.0,,2.0,,0.0,38.0,0.0,152.0,0.0,0.0,21.0,33.0,8.0,1.0,239.0,34.0
1400000US17031191301,1,2,28,5,47.0,2.0,10.0,120.0,311.0,64.0,0.0,5.0,149.0,3.0,16.0,71.0,0.0,8.0,0.0,9.0,0.0,1.0,1.0,73.0,74.0,,0.0,,1.0,21.0,1.0,120.0,0.0,0.0,7.0,43.0,8.0,0.0,206.0,24.0
1400000US17031191302,1,3,34,6,108.0,0.0,5.0,147.0,343.0,76.0,0.0,6.0,194.0,2.0,47.0,67.0,2.0,4.0,0.0,5.0,1.0,2.0,1.0,128.0,87.0,,0.0,,1.0,33.0,0.0,127.0,0.0,0.0,15.0,85.0,7.0,2.0,229.0,31.0
1400000US17031200100,1,7,45,7,58.0,0.0,1.0,68.0,167.0,125.0,0.0,8.0,147.0,4.0,15.0,58.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,80.0,24.0,,0.0,,0.0,12.0,0.0,98.0,0.0,0.0,4.0,27.0,3.0,3.0,157.0,9.0
1400000US17031200200,1,6,48,7,90.0,1.0,6.0,144.0,321.0,61.0,0.0,5.0,183.0,2.0,19.0,122.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,139.0,61.0,,0.0,,1.0,15.0,0.0,114.0,0.0,0.0,19.0,42.0,7.0,0.0,274.0,20.0
1400000US17031200300,2,5,45,9,54.0,0.0,1.0,34.0,80.0,27.0,0.0,1.0,61.0,0.0,6.0,37.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,31.0,25.0,,0.0,,1.0,4.0,0.0,55.0,0.0,0.0,4.0,21.0,1.0,0.0,82.0,15.0
1400000US17031200401,1,5,48,8,32.0,0.0,7.0,54.0,183.0,43.0,0.0,2.0,135.0,1.0,11.0,43.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,71.0,41.0,,0.0,,0.0,14.0,0.0,98.0,0.0,0.0,4.0,26.0,8.0,0.0,135.0,32.0
1400000US17031200402,2,6,55,10,57.0,0.0,6.0,63.0,242.0,57.0,0.0,5.0,130.0,0.0,21.0,45.0,0.0,3.0,0.0,4.0,0.0,1.0,1.0,69.0,47.0,,0.0,,1.0,18.0,0.0,105.0,1.0,0.0,10.0,35.0,8.0,0.0,125.0,27.0
1400000US17031210100,1,7,45,11,111.0,0.0,2.0,46.0,151.0,66.0,0.0,2.0,127.0,1.0,22.0,84.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,60.0,18.0,,0.0,,0.0,8.0,0.0,52.0,1.0,0.0,6.0,33.0,9.0,0.0,363.0,7.0
1400000US17031210400,1,6,43,7,43.0,0.0,3.0,43.0,112.0,61.0,0.0,5.0,84.0,0.0,8.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,62.0,20.0,,0.0,,0.0,7.0,0.0,57.0,1.0,0.0,0.0,27.0,2.0,0.0,117.0,8.0
1400000US17031210501,1,8,44,8,55.0,0.0,4.0,100.0,256.0,64.0,0.0,5.0,164.0,0.0,29.0,75.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,57.0,34.0,,0.0,,3.0,8.0,0.0,58.0,0.0,1.0,6.0,67.0,12.0,1.0,317.0,8.0
1400000US17031210502,1,7,44,7,48.0,1.0,6.0,64.0,204.0,68.0,0.0,9.0,136.0,0.0,19.0,62.0,1.0,2.0,0.0,5.0,2.0,0.0,1.0,85.0,28.0,,0.0,,0.0,22.0,0.0,96.0,0.0,0.0,4.0,52.0,2.0,1.0,209.0,26.0
1400000US17031210601,1,9,48,12,17.0,0.0,1.0,64.0,121.0,59.0,0.0,6.0,111.0,2.0,14.0,44.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,55.0,23.0,,0.0,,0.0,2.0,0.0,33.0,2.0,0.0,3.0,43.0,7.0,0.0,200.0,10.0
1400000US17031210602,1,8,46,11,65.0,0.0,5.0,100.0,258.0,87.0,0.0,9.0,164.0,0.0,21.0,66.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,63.0,20.0,,0.0,,2.0,13.0,0.0,86.0,0.0,0.0,5.0,81.0,10.0,2.0,278.0,7.0
1400000US17031210700,1,8,47,11,65.0,0.0,1.0,37.0,127.0,48.0,0.0,3.0,139.0,0.0,17.0,40.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,56.0,6.0,,0.0,,0.0,4.0,0.0,58.0,0.0,0.0,6.0,33.0,3.0,0.0,235.0,13.0
1400000US17031210800,1,7,43,13,27.0,0.0,1.0,22.0,43.0,15.0,0.0,0.0,51.0,0.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,,0.0,,0.0,4.0,0.0,35.0,0.0,0.0,1.0,5.0,2.0,0.0,87.0,4.0
